city,state_id,state,county_name,lat,lng,population,density
Ponce,PR,Puerto Rico,Ponce,18.012,-66.6198,113401,1426
Westminster,CO,Colorado,Adams,39.8837,-105.0624,113166,1383
Costa Mesa,CA,California,Orange,33.6667,-117.9135,113003,2762
Monroe,LA,Louisiana,Ouachita,32.5183,-92.0774,112891,623
Utica,NY,New York,Oneida,43.0961,-75.226,112650,1376
Pompano Beach,FL,Florida,Broward,26.2428,-80.1312,112118,1802
West Palm Beach,FL,Florida,Palm Beach,26.7468,-80.1316,111955,803
Waterloo,IA,Iowa,Black Hawk,42.492,-92.3522,111631,423
Everett,WA,Washington,Snohomish,47.9525,-122.1669,111475,1296
El Centro,CA,California,Imperial,32.7867,-115.5586,111425,1478
Santa Fe,NM,New Mexico,Santa Fe,35.6619,-105.9819,111269,625
Downey,CA,California,Los Angeles,33.9379,-118.1312,111126,3457
Spring Hill,FL,Florida,Hernando,28.4797,-82.53,111076,716
Lowell,MA,Massachusetts,Middlesex,42.6389,-71.3217,110997,3149
Centennial,CO,Colorado,Arapahoe,39.5926,-104.8674,110937,1448
Elgin,IL,Illinois,Kane,42.0385,-88.3229,110849,1141
Richmond,CA,California,Contra Costa,37.9477,-122.339,110567,1420
Broken Arrow,OK,Oklahoma,Tulsa,36.0365,-95.7809,110198,688
Miami Gardens,FL,Florida,Miami-Dade,25.9433,-80.2426,110001,2329
Bend,OR,Oregon,Deschutes,44.0562,-121.3087,109802,1171
Burlington,VT,Vermont,Chittenden,44.4877,-73.2314,109763,1604
Jurupa Valley,CA,California,Riverside,34.001,-117.4705,109527,984
Sandy Springs,GA,Georgia,Fulton,33.9366,-84.3703,109452,1122
Gresham,OR,Oregon,Multnomah,45.5023,-122.4413,109381,1808
Lewisville,TX,Texas,Denton,33.0452,-96.9823,109212,1148
Hillsboro,OR,Oregon,Washington,45.5272,-122.9361,109128,1640
San Buenaventura,CA,California,Ventura,34.2741,-119.2314,109106,1925
Jacksonville,NC,North Carolina,Onslow,34.7288,-77.3941,108856,574
Pottstown,PA,Pennsylvania,Montgomery,40.2507,-75.6444,108758,1798
Inglewood,CA,California,Los Angeles,33.9566,-118.3444,108151,4604
League City,TX,Texas,Galveston,29.4873,-95.1087,107536,809
Eau Claire,WI,Wisconsin,Eau Claire,44.8199,-91.4949,107404,812
Turlock,CA,California,Stanislaus,37.5053,-120.8588,107317,1679
Temple,TX,Texas,Bell,31.1076,-97.3894,107258,429
Sioux City,IA,Iowa,Woodbury,42.4959,-96.3901,106455,545
Salisbury,MD,Maryland,Wicomico,38.3756,-75.5867,106447,927
Davie,FL,Florida,Broward,26.0789,-80.287,106306,1175
Daly City,CA,California,San Mateo,37.6862,-122.4685,106280,5370
Highlands Ranch,CO,Colorado,Douglas,39.5419,-104.9708,105631,1680
Allen,TX,Texas,Collin,33.1088,-96.6735,105623,1544
West Covina,CA,California,Los Angeles,34.0555,-117.9112,105101,2529
Sparks,NV,Nevada,Washoe,39.5729,-119.7157,105006,1131
Wichita Falls,TX,Texas,Wichita,33.9072,-98.5291,104683,561
San Mateo,CA,California,San Mateo,37.5521,-122.3122,104430,3312
Columbia,MD,Maryland,Howard,39.2004,-76.859,103991,1257
Norwalk,CA,California,Los Angeles,33.9069,-118.0829,103949,4133
Rialto,CA,California,San Bernardino,34.1174,-117.3894,103526,1665
Manteca,CA,California,San Joaquin,37.7927,-121.2264,103420,1498
Arden-Arcade,CA,California,Sacramento,38.6034,-121.381,102864,2235
El Cajon,CA,California,San Diego,32.8017,-116.9605,102708,2732
Burbank,CA,California,Los Angeles,34.1879,-118.3235,102511,2285
Longmont,CO,Colorado,Boulder,40.1686,-105.1005,102474,1306
Renton,WA,Washington,King,47.4784,-122.1919,101751,1676
Vista,CA,California,San Diego,33.1896,-117.2386,101638,2093
Logan,UT,Utah,Cache,41.74,-111.8419,101616,1126
Prescott Valley,AZ,Arizona,Yavapai,34.5983,-112.3176,101539,439
Vacaville,CA,California,Solano,38.359,-121.968,101444,1330
Edinburg,TX,Texas,Hidalgo,26.3197,-98.1596,101170,873
Carmel,IN,Indiana,Hamilton,39.965,-86.146,101068,795
Spokane Valley,WA,Washington,Spokane,47.6626,-117.2346,101060,1034
San Angelo,TX,Texas,Tom Green,31.4424,-100.4506,101004,653
La Crosse,WI,Wisconsin,La Crosse,43.824,-91.2268,100693,911
Idaho Falls,"ID",Idaho,Bonneville,43.4872,-112.0362,100442,1011
Holland,MI,Michigan,Ottawa,42.7677,-86.0985,100432,768
Charlottesville,VA,Virginia,Charlottesville,38.0375,-78.4855,100416,1781
Longview,TX,Texas,Gregg,32.5193,-94.7621,100330,565
Tracy,CA,California,San Joaquin,37.7269,-121.4522,100049,1412
Boca Raton,FL,Florida,Palm Beach,26.3752,-80.108,99805,1320
Lafayette,CO,Colorado,Boulder,39.9949,-105.0997,99645,1257
Lee's Summit,MO,Missouri,Jackson,38.9172,-94.3816,99357,601
Rio Rancho,NM,New Mexico,Sandoval,35.2872,-106.6981,99178,370
South Fulton,GA,Georgia,Fulton,33.6269,-84.5802,99155,451
Beaverton,OR,Oregon,Washington,45.4779,-122.8168,99037,1952
Lawrence,KS,Kansas,Douglas,38.9597,-95.2641,98648,1110
Bismarck,ND,North Dakota,Burleigh,46.8144,-100.7694,98345,827
Orem,UT,Utah,Utah,40.2983,-111.6992,97828,2044
Middletown,OH,Ohio,Butler,39.5032,-84.366,97730,720
San Tan Valley,AZ,Arizona,Pinal,33.1879,-111.5472,96692,1018
San Marcos,CA,California,San Diego,33.135,-117.1744,96664,1532
Sandy,UT,Utah,Salt Lake,40.571,-111.8505,96380,1544
Federal Way,WA,Washington,King,47.3091,-122.3358,96289,1667
Mandeville,LA,Louisiana,St. Tammany,30.3751,-90.0904,95968,676
Hesperia,CA,California,San Bernardino,34.3975,-117.3147,95750,508
Brockton,MA,Massachusetts,Plymouth,42.0821,-71.0242,95708,1732
Compton,CA,California,Los Angeles,33.893,-118.2275,95605,3680
Riverview,FL,Florida,Hillsborough,27.8227,-82.3023,95338,796
Fishers,IN,Indiana,Hamilton,39.9589,-85.9661,95310,1037
Sunrise,FL,Florida,Broward,26.1547,-80.2997,95166,2270
Bowling Green,KY,Kentucky,Warren,36.9719,-86.4373,95135,690
Roswell,GA,Georgia,Fulton,34.0391,-84.3513,94763,898
Menifee,CA,California,Riverside,33.6909,-117.1849,94756,787
Plantation,FL,Florida,Broward,26.126,-80.2617,94580,1685
Dover,NH,New Hampshire,Strafford,43.1887,-70.8845,94563,464
Quincy,MA,Massachusetts,Norfolk,42.2516,-71.0183,94470,2200
Portsmouth,VA,Virginia,Portsmouth,36.8468,-76.354,94398,1094
Chino,CA,California,San Bernardino,33.9836,-117.6654,94371,1229
Lynn,MA,Massachusetts,Essex,42.4779,-70.9663,94299,3388
Edmond,OK,Oklahoma,Oklahoma,35.6689,-97.4159,94054,428
Hanford,CA,California,Kings,36.3274,-119.6549,94028,1280
Dearborn,MI,Michigan,Wayne,42.3127,-83.2129,93932,1496
Livonia,MI,Michigan,Wayne,42.3972,-83.3733,93665,1013
South Gate,CA,California,Los Angeles,33.9448,-118.1926,93444,4985
Vineland,NJ,New Jersey,Cumberland,39.4653,-74.9981,93239,335
Florence,SC,South Carolina,Florence,34.1781,-79.7877,93131,657
Portsmouth,NH,New Hampshire,Rockingham,43.058,-70.7826,93069,540
Slidell,LA,Louisiana,St. Tammany,30.2881,-89.7826,93040,695
Lawton,OK,Oklahoma,Comanche,34.6176,-98.4203,93025,441
Kirkland,WA,Washington,King,47.6974,-122.2054,93010,2016
Missoula,MT,Montana,Missoula,46.875,-114.0214,92895,845
Auburn,AL,Alabama,Lee,32.6087,-85.4899,92777,425
Rapid City,SD,South Dakota,Pennington,44.0716,-103.2204,92664,546
Terre Haute,IN,Indiana,Vigo,39.4654,-87.3763,92490,677
Suffolk,VA,Virginia,Suffolk,36.6953,-76.6398,92108,89
Blacksburg,VA,Virginia,Montgomery,37.23,-80.4279,91888,865
Mount Pleasant,SC,South Carolina,Charleston,32.8538,-79.8204,91684,717
Carson,CA,California,Los Angeles,33.8374,-118.2559,91394,1883
Conroe,TX,Texas,Montgomery,30.3239,-95.4825,91079,488
Alafaya,FL,Florida,Orange,28.5278,-81.1865,91068,1156
Livermore,CA,California,Alameda,37.6862,-121.7608,90923,1288
Westminster,CA,California,Orange,33.7523,-117.9938,90643,3486
Germantown,MD,Maryland,Montgomery,39.1755,-77.2643,90582,2053
Santa Monica,CA,California,Los Angeles,34.0232,-118.4813,90401,4147
New Braunfels,TX,Texas,Comal,29.6994,-98.1148,90209,770
Fall River,MA,Massachusetts,Bristol,41.7137,-71.1014,89541,1044
Albany,GA,Georgia,Dougherty,31.5776,-84.1762,89217,505
Miami Beach,FL,Florida,Miami-Dade,25.8171,-80.1396,88885,4461
Norwalk,CT,Connecticut,Fairfield,41.1144,-73.4215,88816,1498
San Leandro,CA,California,Alameda,37.7071,-122.1601,88815,2570
O'Fallon,MO,Missouri,St. Charles,38.785,-90.7175,88673,1149
Newton,MA,Massachusetts,Middlesex,42.3316,-71.2085,88414,1914
Muncie,IN,Indiana,Delaware,40.1989,-85.395,87879,958
Citrus Heights,CA,California,Sacramento,38.6948,-121.288,87796,2381
State College,PA,Pennsylvania,Centre,40.7909,-77.8568,87723,3572
Town 'n' Country,FL,Florida,Hillsborough,28.0108,-82.576,87338,1526
Decatur,IL,Illinois,Macon,39.8556,-88.9337,87236,645
Jackson,MI,Michigan,Jackson,42.2431,-84.4037,87110,1153
Fort Myers,FL,Florida,Lee,26.6195,-81.8303,87103,844
Goodyear,AZ,Arizona,Maricopa,33.2613,-112.3622,86840,175
Dalton,GA,Georgia,Whitfield,34.769,-84.9712,86628,632
Bryan,TX,Texas,Brazos,30.6657,-96.3668,86276,726
Waukegan,IL,Illinois,Lake,42.3697,-87.8716,86075,1370
Hawthorne,CA,California,Los Angeles,33.9146,-118.3476,86068,5463
Anderson,IN,Indiana,Madison,40.0891,-85.6893,85992,508
Redwood City,CA,California,San Mateo,37.5026,-122.2252,85925,1721
Hoover,AL,Alabama,Jefferson,33.3754,-86.8064,85768,691
Lake Forest,CA,California,Orange,33.6606,-117.6712,85531,1985
Napa,CA,California,Napa,38.2976,-122.3011,85239,1679
Whittier,CA,California,Los Angeles,33.9678,-118.0188,85098,2242
Clifton,NJ,New Jersey,Passaic,40.8631,-74.1575,85052,2913
Largo,FL,Florida,Pinellas,27.9088,-82.7711,84948,1773
Bloomington,MN,Minnesota,Hennepin,44.8306,-93.3151,84943,945
Johns Creek,GA,Georgia,Fulton,34.0333,-84.2027,84579,1059
Newport Beach,CA,California,Orange,33.6151,-117.8669,84534,1370
Mission,TX,Texas,Hidalgo,26.2041,-98.3251,84331,916
Milpitas,CA,California,Santa Clara,37.4339,-121.8921,84196,2381
Troy,MI,Michigan,Oakland,42.5818,-83.1457,84092,970
Madera,CA,California,Madera,36.9631,-120.0782,84086,1557
Joplin,MO,Missouri,Jasper,37.0758,-94.5018,84048,515
Chino Hills,CA,California,San Bernardino,33.9508,-117.7253,83853,724
Alhambra,CA,California,Los Angeles,34.084,-118.1355,83750,4237
Franklin,TN,Tennessee,Williamson,35.9216,-86.8525,83097,771
Melbourne,FL,Florida,Brevard,28.1085,-80.6627,83029,727
Port Huron,MI,Michigan,St. Clair,42.9822,-82.4387,82970,1369
Springfield,OH,Ohio,Clark,39.9297,-83.7957,82820,883
Mountain View,CA,California,Santa Clara,37.4,-122.0796,82739,2664
Zephyrhills,FL,Florida,Pasco,28.2408,-82.1796,82476,670
St. Augustine,FL,Florida,St. Johns,29.8977,-81.31,82180,629
Flagstaff,AZ,Arizona,Coconino,35.1872,-111.6195,81974,438
Buena Park,CA,California,Orange,33.8572,-118.0046,81788,3002
Pleasanton,CA,California,Alameda,37.6663,-121.8805,81777,1307
Silver Spring,MD,Maryland,Montgomery,39.0028,-77.0207,81773,4004
Atascocita,TX,Texas,Harris,29.9777,-95.1953,81557,1320
Westland,MI,Michigan,Wayne,42.3192,-83.3805,81511,1540
Auburn,WA,Washington,King,47.3039,-122.2108,81464,1063
Cranston,RI,Rhode Island,Providence,41.7658,-71.4857,81456,1109
Somerville,MA,Massachusetts,Middlesex,42.3908,-71.1013,81360,7619
Folsom,CA,California,Sacramento,38.6668,-121.1422,81328,1126
Springdale,AR,Arkansas,Washington,36.1899,-94.1574,81125,668
Deerfield Beach,FL,Florida,Broward,26.305,-80.1277,81066,2093
Warwick,RI,Rhode Island,Kent,41.7062,-71.4334,81004,893
Cicero,IL,Illinois,Cook,41.8445,-87.7593,80796,5318
Farmington Hills,MI,Michigan,Oakland,42.486,-83.3771,80612,935
Newark,OH,Ohio,Licking,40.0705,-82.4251,80451,930
Williamsburg,VA,Virginia,Williamsburg,37.2692,-76.7076,80441,645
Brooklyn Park,MN,Minnesota,Hennepin,45.1112,-93.3505,80389,1190
Hattiesburg,MS,Mississippi,Forrest,31.3074,-89.317,80138,331
Alexandria,LA,Louisiana,Rapides,31.2923,-92.4702,80129,625
Lawrence,MA,Massachusetts,Essex,42.7003,-71.1626,80028,4458
Florence,AL,Alabama,Lauderdale,34.8303,-87.6654,79964,594
Valdosta,GA,Georgia,Lowndes,30.8502,-83.2788,79820,606
Plymouth,MN,Minnesota,Hennepin,45.0225,-93.4618,79768,941
Buckeye,AZ,Arizona,Maricopa,33.4314,-112.6429,79620,78
Georgetown,TX,Texas,Williamson,30.6668,-97.6953,79604,560
Cheyenne,WY,Wyoming,Laramie,41.1351,-104.79,79484,771
Cedar Park,TX,Texas,Williamson,30.5106,-97.8196,79462,1207
The Villages,FL,Florida,Sumter,28.9021,-81.9888,79372,978
Kokomo,IN,Indiana,Howard,40.464,-86.1277,79351,610
Tustin,CA,California,Orange,33.7309,-117.8106,79348,2755
Lakewood,CA,California,Los Angeles,33.8471,-118.1221,79307,3253
Perris,CA,California,Riverside,33.7899,-117.2233,79291,970
St. Joseph,MO,Missouri,Buchanan,39.7599,-94.821,79161,656
Flower Mound,TX,Texas,Denton,33.0344,-97.1146,79135,728
Pharr,TX,Texas,Hidalgo,26.1685,-98.1904,79112,1292
Pine Hills,FL,Florida,Orange,28.5818,-81.4693,78995,2500
Alton,IL,Illinois,Madison,38.9034,-90.1523,78905,652
Loveland,CO,Colorado,Larimer,40.4166,-105.0623,78877,885
Boynton Beach,FL,Florida,Palm Beach,26.5281,-80.0811,78679,1880
New Rochelle,NY,New York,Westchester,40.9305,-73.7836,78557,2930
Anderson,SC,South Carolina,Anderson,34.5211,-82.6479,78512,736
Jonesboro,AR,Arkansas,Craighead,35.8212,-90.6791,78394,377
Lebanon,PA,Pennsylvania,Lebanon,40.3412,-76.4227,78302,2397
Parma,OH,Ohio,Cuyahoga,41.3843,-81.7286,78103,1506
Layton,UT,Utah,Davis,41.0769,-111.9621,78014,1339
Elizabethtown,KY,Kentucky,Hardin,37.703,-85.877,78002,437
Texarkana,TX,Texas,Bowie,33.4487,-94.0815,77964,482
Alameda,CA,California,Alameda,37.767,-122.2672,77624,2868
Kankakee,IL,Illinois,Kankakee,41.1019,-87.8643,77429,668
Watsonville,CA,California,Santa Cruz,36.9206,-121.7706,77352,3109
Porterville,CA,California,Tulare,36.0644,-119.0338,77318,1236
Baytown,TX,Texas,Harris,29.7586,-94.9669,77192,807
Upland,CA,California,San Bernardino,34.1178,-117.6603,77140,1907
Davis,CA,California,Yolo,38.5552,-121.7365,76997,2710
Camarillo,CA,California,Ventura,34.223,-119.0322,76931,1371
South Jordan,UT,Utah,Salt Lake,40.557,-111.9782,76598,1331
Battle Creek,MI,Michigan,Calhoun,42.2986,-85.2296,76514,463
Bellflower,CA,California,Los Angeles,33.888,-118.1271,76435,4822
San Marcos,TX,Texas,Hays,29.8736,-97.9381,76218,732
San Ramon,CA,California,Contra Costa,37.7625,-121.9365,75995,1570
Lake Jackson,TX,Texas,Brazoria,29.0516,-95.4522,75860,532
Bethlehem,PA,Pennsylvania,Northampton,40.6266,-75.3679,75815,1531
Wyoming,MI,Michigan,Kent,42.8909,-85.7066,75667,1186
Oshkosh,WI,Wisconsin,Winnebago,44.0228,-88.5619,75536,958
Hammond,IN,Indiana,Lake,41.6169,-87.491,75522,1282
Waldorf,MD,Maryland,Charles,38.6085,-76.9195,75489,803
Missouri City,TX,Texas,Fort Bend,29.563,-95.5365,75457,1003
Pasco,WA,Washington,Franklin,46.2506,-119.1304,75432,858
Wheeling,WV,West Virginia,Ohio,40.0752,-80.6951,75392,740
Kendall,FL,Florida,Miami-Dade,25.6697,-80.3556,75312,1804
Baldwin Park,CA,California,Los Angeles,34.0829,-117.9721,75251,4381
Rancho Cordova,CA,California,Sacramento,38.574,-121.2523,75087,827
Conway,AR,Arkansas,Faulkner,35.0754,-92.4694,74951,567
Gary,IN,Indiana,Lake,41.5906,-87.3472,74879,581
Altoona,PA,Pennsylvania,Blair,40.5082,-78.4007,74829,1710
Lodi,CA,California,San Joaquin,38.1218,-121.2932,74773,1913
Arlington Heights,IL,Illinois,Cook,42.0955,-87.9825,74760,1738
Bolingbrook,IL,Illinois,Will,41.6903,-88.1019,74545,1169
Rochester Hills,MI,Michigan,Oakland,42.6645,-83.1563,74516,877
Winchester,VA,Virginia,Winchester,39.1735,-78.1746,74417,1179
Framingham,MA,Massachusetts,Middlesex,42.3085,-71.4368,74416,1147
Hilton Head Island,SC,South Carolina,Beaufort,32.1896,-80.7499,74139,372
Centreville,VA,Virginia,Fairfax,38.8391,-77.4388,74125,2396
Union City,CA,California,Alameda,37.603,-122.0187,74107,1474
Owensboro,KY,Kentucky,Daviess,37.7574,-87.1173,74068,1132
Jackson,TN,Tennessee,Madison,35.6535,-88.8353,74065,444
Cleveland,TN,Tennessee,Bradley,35.1817,-84.8707,73596,648
Wausau,WI,Wisconsin,Marathon,44.962,-89.6459,73593,774
Camden,NJ,New Jersey,Camden,39.9362,-75.1073,73562,3184
Anniston,AL,Alabama,Calhoun,33.6712,-85.8136,73501,179
Evanston,IL,Illinois,Cook,42.0463,-87.6942,73473,3646
Apple Valley,CA,California,San Bernardino,34.5328,-117.2104,73453,378
Mansfield,OH,Ohio,Richland,40.7656,-82.5275,73326,583
Caguas,PR,Puerto Rico,Caguas,18.2319,-66.0388,73322,2597
Schaumburg,IL,Illinois,Cook,42.0307,-88.0838,72887,1457
Pocatello,"ID",Idaho,Bannock,42.8724,-112.4646,72878,657
Woodbury,MN,Minnesota,Washington,44.9056,-92.923,72828,805
Southfield,MI,Michigan,Oakland,42.4765,-83.2605,72689,1068
Ellicott City,MD,Maryland,Howard,39.2773,-76.8344,72665,936
Dale City,VA,Virginia,Prince William,38.6473,-77.3459,72627,1969
Maple Grove,MN,Minnesota,Hennepin,45.1089,-93.4626,72622,860
Pittsburg,CA,California,Contra Costa,38.0182,-121.8964,72588,1588
New Britain,CT,Connecticut,Hartford,41.6758,-72.7862,72495,2095
Morgantown,WV,West Virginia,Monongalia,39.638,-79.9468,72458,1181
Mansfield,TX,Texas,Tarrant,32.569,-97.1211,72419,762
Hammond,LA,Louisiana,Tangipahoa,30.5061,-90.4563,72413,589
Dothan,AL,Alabama,Houston,31.2335,-85.4069,72396,296
Harrisonburg,VA,Virginia,Harrisonburg,38.4361,-78.8735,72386,1180
Wenatchee,WA,Washington,Chelan,47.4356,-120.3283,72350,1312
Waukesha,WI,Wisconsin,Waukesha,43.0087,-88.2464,72299,1093
Pawtucket,RI,Rhode Island,Providence,41.8744,-71.3743,72117,3212
Redmond,WA,Washington,King,47.6762,-122.1169,71929,1676
Lauderhill,FL,Florida,Broward,26.1605,-80.2242,71868,3256
Sumter,SC,South Carolina,Sumter,33.9392,-80.393,71518,469
Redlands,CA,California,San Bernardino,34.0511,-117.1712,71513,770
Daphne,AL,Alabama,Baldwin,30.6286,-87.8866,71484,603
Mount Vernon,WA,Washington,Skagit,48.4202,-122.3115,71422,1130
Weston,FL,Florida,Broward,26.1006,-80.4054,71166,1117
St. Charles,MO,Missouri,St. Charles,38.7954,-90.5157,71028,1104
Janesville,WI,Wisconsin,Rock,42.6855,-89.0136,70755,732
Sherman,TX,Texas,Grayson,33.6274,-96.6218,70704,372
North Richland Hills,TX,Texas,Tarrant,32.8605,-97.218,70670,1505
Broomfield,CO,Colorado,Broomfield,39.9541,-105.0527,70465,824
El Paso de Robles,CA,California,San Luis Obispo,35.6394,-120.656,70248,632
Bristol,TN,Tennessee,Sullivan,36.5572,-82.2154,70243,318
Wilmington,DE,Delaware,New Castle,39.7415,-75.5413,70166,2484
Casas Adobes,AZ,Arizona,Pima,32.3423,-111.0114,70166,1016
Walnut Creek,CA,California,Contra Costa,37.9024,-122.0398,70166,1371
Poinciana,FL,Florida,Polk,28.1217,-81.482,69955,375
Lynwood,CA,California,Los Angeles,33.924,-118.2017,69887,5575
Glen Burnie,MD,Maryland,Anne Arundel,39.1559,-76.6072,69872,1557
Lehi,UT,Utah,Utah,40.4136,-111.8726,69724,960
Passaic,NJ,New Jersey,Passaic,40.8574,-74.1282,69703,8590
Homestead,FL,Florida,Miami-Dade,25.4665,-80.4472,69523,1779
West Bend,WI,Wisconsin,Washington,43.4184,-88.1824,69504,804
Delray Beach,FL,Florida,Palm Beach,26.455,-80.0905,69451,1685
Sheboygan,WI,Wisconsin,Sheboygan,43.7403,-87.7316,69393,1184
Lake Elsinore,CA,California,Riverside,33.6847,-117.3344,69283,699
Daytona Beach,FL,Florida,Volusia,29.1994,-81.0982,69186,406
Los Lunas,NM,New Mexico,Valencia,34.8115,-106.7803,69020,331
Lima,OH,Ohio,Allen,40.741,-84.1121,68878,1045
Decatur,AL,Alabama,Morgan,34.573,-86.9906,68867,388
Rocklin,CA,California,Placer,38.8075,-121.2488,68823,1341
Rogers,AR,Arkansas,Benton,36.3172,-94.1526,68669,685
Castle Rock,CO,Colorado,Douglas,39.3763,-104.8535,68484,771
Hanover,PA,Pennsylvania,York,39.8117,-76.9835,68165,1641
Bossier City,LA,Louisiana,Bossier,32.5227,-93.6666,68159,605
Dubuque,IA,Iowa,Dubuque,42.5008,-90.7067,68109,729
Rockville,MD,Maryland,Montgomery,39.0834,-77.1552,68079,1933
Victoria,TX,Texas,Victoria,28.8285,-96.985,68078,694
Saratoga Springs,NY,New York,Saratoga,43.0674,-73.7775,68028,388
Guaynabo,PR,Puerto Rico,Guaynabo,18.3839,-66.1134,68024,2180
Gaithersburg,MD,Maryland,Montgomery,39.1346,-77.2132,67985,2543
Union City,NJ,New Jersey,Hudson,40.7674,-74.0323,67982,20394
Ames,IA,Iowa,Story,42.0259,-93.6215,67910,935
West Des Moines,IA,Iowa,Polk,41.5522,-93.7805,67899,556
South San Francisco,CA,California,San Mateo,37.6536,-122.4197,67789,2837
Yorba Linda,CA,California,Orange,33.889,-117.7714,67644,1316
Casper,WY,Wyoming,Natrona,42.842,-106.3207,67598,843
Palatine,IL,Illinois,Cook,42.1181,-88.043,67482,1916
Corvallis,OR,Oregon,Benton,44.5697,-123.278,67467,1592
Ankeny,IA,Iowa,Polk,41.7285,-93.6033,67355,862
Mount Vernon,NY,New York,Westchester,40.9136,-73.8291,67345,5930
Rowlett,TX,Texas,Dallas,32.9157,-96.5488,67339,1244
Lakeville,MN,Minnesota,Dakota,44.6774,-93.252,67317,715
Alpharetta,GA,Georgia,Fulton,34.0704,-84.2739,67213,964
Longview,WA,Washington,Cowlitz,46.1461,-122.9629,67081,1000
DeKalb,IL,Illinois,DeKalb,41.9313,-88.7482,66959,1025
Petaluma,CA,California,Sonoma,38.2423,-122.6267,66929,1620
Redondo Beach,CA,California,Los Angeles,33.8574,-118.3766,66749,4158
Tamarac,FL,Florida,Broward,26.2056,-80.2542,66721,2207
Laguna Niguel,CA,California,Orange,33.5275,-117.705,66385,1738
Eagan,MN,Minnesota,Dakota,44.8169,-93.1638,66372,821
Kenner,LA,Louisiana,Jefferson,30.0109,-90.2549,66340,1721
Bay City,MI,Michigan,Bay,43.5903,-83.8886,66107,1242
North Little Rock,AR,Arkansas,Pulaski,34.7808,-92.2371,65903,486
Sammamish,WA,Washington,King,47.6017,-122.0416,65892,1245
Shawnee,KS,Kansas,Johnson,39.0158,-94.8076,65807,605
Jupiter,FL,Florida,Palm Beach,26.9199,-80.1128,65791,1174
Doral,FL,Florida,Miami-Dade,25.8151,-80.3565,65741,1836
Florence-Graham,CA,California,Los Angeles,33.9682,-118.2447,65716,7230
Carbondale,IL,Illinois,Jackson,37.7221,-89.2238,65671,556
Blaine,MN,Minnesota,Anoka,45.1696,-93.2077,65607,769
Weirton,WV,West Virginia,Hancock,40.406,-80.5671,65578,390
Tulare,CA,California,Tulare,36.1996,-119.34,65496,1241
Wellington,FL,Florida,Palm Beach,26.6461,-80.2699,65398,561
Pflugerville,TX,Texas,Travis,30.452,-97.6022,65380,1013
Palo Alto,CA,California,Santa Clara,37.3913,-122.1468,65364,1058
Schenectady,NY,New York,Schenectady,42.8025,-73.9276,65273,2335
Great Falls,MT,Montana,Cascade,47.5022,-111.2995,65131,982
Michigan City,IN,Indiana,LaPorte,41.7099,-86.8705,65058,608
