city,state_id,state,county_name,lat,lng,population,density
New York,NY,New York,New York,40.6943,-73.9249,18713220,10715
Los Angeles,CA,California,Los Angeles,34.1139,-118.4068,12750807,3276
Chicago,IL,Illinois,Cook,41.8373,-87.6862,8604203,4574
Miami,FL,Florida,Miami-Dade,25.7839,-80.2102,6445545,5019
Dallas,TX,Texas,Dallas,32.7936,-96.7662,5743938,1526
Philadelphia,PA,Pennsylvania,Philadelphia,40.0077,-75.1339,5649300,4554
Houston,TX,Texas,Harris,29.7863,-95.3889,5464251,1399
Atlanta,GA,Georgia,Fulton,33.7627,-84.4224,5449398,1441
Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163,5379184,4457
Boston,MA,Massachusetts,Suffolk,42.3188,-71.0846,4688346,5532
Phoenix,AZ,Arizona,Maricopa,33.5722,-112.0891,4219697,1253
Seattle,WA,Washington,King,47.6211,-122.3244,3789215,3469
San Francisco,CA,California,San Francisco,37.7562,-122.443,3592294,7256
Detroit,MI,Michigan,Wayne,42.3834,-83.1024,3506126,1864
San Diego,CA,California,San Diego,32.8312,-117.1225,3220118,1686
Minneapolis,MN,Minnesota,Hennepin,44.9635,-93.2678,2977172,3071
Tampa,FL,Florida,Hillsborough,27.9942,-82.4451,2908063,1353
Denver,CO,Colorado,Denver,39.7621,-104.8759,2876625,1831
Brooklyn,NY,New York,Kings,40.6501,-73.9496,2559903,14221
Queens,NY,New York,Queens,40.7498,-73.7976,2230722,7885
Riverside,CA,California,Riverside,33.9381,-117.3948,2107852,1574
Baltimore,MD,Maryland,Baltimore,39.3051,-76.6144,2106068,2830
Las Vegas,NV,Nevada,Clark,36.2333,-115.2654,2104198,1773
Portland,OR,Oregon,Multnomah,45.5372,-122.65,2074775,1894
San Antonio,TX,Texas,Bexar,29.4658,-98.5253,2049293,1231
St. Louis,MO,Missouri,St. Louis,38.6358,-90.2451,2024074,1879
Sacramento,CA,California,Sacramento,38.5667,-121.4683,1898019,2029
Orlando,FL,Florida,Orange,28.4772,-81.3369,1822394,1003
San Jose,CA,California,Santa Clara,37.3019,-121.8486,1798103,2218
Cleveland,OH,Ohio,Cuyahoga,41.4767,-81.6804,1710093,1893
Pittsburgh,PA,Pennsylvania,Allegheny,40.4396,-79.9762,1703266,2093
Austin,TX,Texas,Travis,30.3004,-97.7522,1687311,1181
Cincinnati,OH,Ohio,Hamilton,39.1413,-84.5061,1662691,1507
Kansas City,MO,Missouri,Jackson,39.1239,-94.5541,1636715,607
Manhattan,NY,New York,New York,40.7834,-73.9662,1628706,27545
Indianapolis,IN,Indiana,Marion,39.7771,-86.1458,1588961,935
Columbus,OH,Ohio,Franklin,39.9862,-82.985,1562009,1582
Charlotte,NC,North Carolina,Mecklenburg,35.208,-80.8304,1512923,1113
Virginia Beach,VA,Virginia,Virginia Beach,36.7335,-76.0435,1478868,709
Bronx,NY,New York,Bronx,40.8501,-73.8662,1418207,12862
Milwaukee,WI,Wisconsin,Milwaukee,43.0642,-87.9673,1365787,2369
Providence,RI,Rhode Island,Providence,41.823,-71.4187,1203230,3773
Jacksonville,FL,Florida,Duval,30.3322,-81.6749,1181496,470
Salt Lake City,UT,Utah,Salt Lake,40.7777,-111.9306,1098526,699
Nashville,TN,Tennessee,Davidson,36.1715,-86.7843,1081903,544
Richmond,VA,Virginia,Richmond,37.5295,-77.4756,1075798,1484
Memphis,TN,Tennessee,Shelby,35.1046,-89.9773,1066967,792
Raleigh,NC,North Carolina,Wake,35.8325,-78.6435,1038738,1254
New Orleans,LA,Louisiana,Orleans,30.0687,-89.9288,1020886,889
Louisville,KY,Kentucky,Jefferson,38.1663,-85.6485,1005654,905
Oklahoma City,OK,Oklahoma,Oklahoma,35.4676,-97.5136,972943,417
Bridgeport,CT,Connecticut,Fairfield,41.1918,-73.1953,924449,3470
Buffalo,NY,New York,Erie,42.9016,-78.8487,914341,2441
Fort Worth,TX,Texas,Tarrant,32.7811,-97.3473,909585,1016
Hartford,CT,Connecticut,Hartford,41.7661,-72.6834,905152,2712
Tucson,AZ,Arizona,Pima,32.1545,-110.8782,888486,889
Omaha,NE,Nebraska,Douglas,41.2627,-96.0522,847819,1309
El Paso,TX,Texas,El Paso,31.8479,-106.4309,843386,1022
Honolulu,HI,Hawaii,Honolulu,21.3294,-157.846,820987,2200
McAllen,TX,Texas,Hidalgo,26.2273,-98.2471,804114,841
Albuquerque,NM,New Mexico,Bernalillo,35.1053,-106.6464,761195,1155
Birmingham,AL,Alabama,Jefferson,33.5277,-86.7987,739573,553
Sarasota,FL,Florida,Sarasota,27.3386,-82.5431,722243,1528
Dayton,OH,Ohio,Montgomery,39.7797,-84.1998,718353,978
Rochester,NY,New York,Monroe,43.168,-77.6162,703952,2220
Fresno,CA,California,Fresno,36.7831,-119.7941,703498,1789
Allentown,PA,Pennsylvania,Lehigh,40.5961,-75.4756,683794,2672
Tulsa,OK,Oklahoma,Tulsa,36.1284,-95.9042,671033,784
Cape Coral,FL,Florida,Lee,26.6446,-81.9956,668382,708
Concord,CA,California,Contra Costa,37.9722,-122.0016,652308,1633
Colorado Springs,CO,Colorado,El Paso,38.8674,-104.7606,642413,946
Charleston,SC,South Carolina,Charleston,32.8153,-79.9628,628377,480
Springfield,MA,Massachusetts,Hampden,42.1155,-72.5395,623401,1860
Grand Rapids,MI,Michigan,Kent,42.962,-85.6562,609314,1734
Mission Viejo,CA,California,Orange,33.6095,-117.655,590249,2058
Albany,NY,New York,Albany,42.6664,-73.7987,586383,1740
Knoxville,TN,Tennessee,Knox,35.9692,-83.9496,586048,733
Bakersfield,CA,California,Kern,35.3529,-119.0359,579295,990
Ogden,UT,Utah,Weber,41.2278,-111.9682,578523,1230
Baton Rouge,LA,Louisiana,East Baton Rouge,30.4418,-91.131,570308,983
Akron,OH,Ohio,Summit,41.0798,-81.5219,565208,1231
New Haven,CT,Connecticut,New Haven,41.3112,-72.9246,564830,2690
Columbia,SC,South Carolina,Richland,34.0376,-80.9037,560041,373
Mesa,AZ,Arizona,Maricopa,33.4017,-111.718,518012,1448
Palm Bay,FL,Florida,Brevard,27.955,-80.6627,507002,456
Provo,UT,Utah,Utah,40.2457,-111.6457,500617,1080
Worcester,MA,Massachusetts,Worcester,42.2705,-71.8079,498328,1916
Murrieta,CA,California,Riverside,33.572,-117.1909,496046,1335
Greenville,SC,South Carolina,Greenville,34.8353,-82.3647,484465,920
Wichita,KS,Kansas,Sedgwick,37.6896,-97.3442,482249,931
Toledo,OH,Ohio,Lucas,41.6639,-83.5822,482111,1308
Staten Island,NY,New York,Richmond,40.5834,-74.1496,476143,3156
Des Moines,IA,Iowa,Polk,41.5725,-93.6105,473957,938
Long Beach,CA,California,Los Angeles,33.7981,-118.1675,462628,3523
Port St. Lucie,FL,Florida,St. Lucie,27.2796,-80.3883,461152,653
Denton,TX,Texas,Denton,33.2176,-97.1419,457177,567
Madison,WI,Wisconsin,Dane,43.0826,-89.3931,447245,1263
Reno,NV,Nevada,Washoe,39.5497,-119.8483,445020,907
Harrisburg,PA,Pennsylvania,Dauphin,40.2752,-76.8843,442289,2343
Little Rock,AR,Arkansas,Pulaski,34.7256,-92.3576,439815,634
Oakland,CA,California,Alameda,37.7903,-122.2165,433031,2991
Durham,NC,North Carolina,Durham,35.9794,-78.9031,424700,959
Winston-Salem,NC,North Carolina,Forsyth,36.1029,-80.2611,422269,721
Bonita Springs,FL,Florida,Lee,26.3559,-81.7861,421291,600
Indio,CA,California,Riverside,33.7346,-116.2346,417059,1066
Palm Coast,FL,Florida,Flagler,29.5392,-81.246,417007,364
Chattanooga,TN,Tennessee,Hamilton,35.0657,-85.2488,415501,493
Spokane,WA,Washington,Spokane,47.6671,-117.433,412275,1247
Syracuse,NY,New York,Onondaga,43.0409,-76.1438,404223,2195
Lancaster,PA,Pennsylvania,Lancaster,40.0421,-76.3012,401524,3166
Arlington,TX,Texas,Tarrant,32.6998,-97.125,398854,1607
Stockton,CA,California,San Joaquin,37.9765,-121.3109,397264,1941
Poughkeepsie,NY,New York,Dutchess,41.6949,-73.921,394760,2290
Augusta,GA,Georgia,Richmond,33.3645,-82.0708,390809,252
Boise,"ID",Idaho,Ada,43.6007,-116.2312,389280,1056
Oxnard,CA,California,Ventura,34.1963,-119.1815,387647,3040
Scranton,PA,Pennsylvania,Lackawanna,41.4044,-75.6649,384250,1169
Modesto,CA,California,Stanislaus,37.6374,-121.0028,383134,1933
Kissimmee,FL,Florida,Osceola,28.3042,-81.4164,382720,1349
Aurora,CO,Colorado,Adams,39.7087,-104.7273,379289,949
Youngstown,OH,Ohio,Mahoning,41.0993,-80.6463,378732,744
Fayetteville,AR,Arkansas,Washington,36.0713,-94.166,351246,625
Anaheim,CA,California,Orange,33.839,-117.8572,350365,2688
Pensacola,FL,Florida,Escambia,30.4427,-87.1886,346921,903
Victorville,CA,California,San Bernardino,34.5277,-117.3536,346789,641
Lancaster,CA,California,Los Angeles,34.6935,-118.1753,343304,645
Greensboro,NC,North Carolina,Guilford,36.0956,-79.8269,343090,887
Corpus Christi,TX,Texas,Nueces,27.726,-97.3755,342464,789
Fort Wayne,IN,Indiana,Allen,41.0886,-85.1437,334122,943
Santa Ana,CA,California,Orange,33.7366,-117.8819,332318,4689
Flint,MI,Michigan,Genesee,43.0235,-83.6922,332190,1103
Fayetteville,NC,North Carolina,Cumberland,35.0846,-78.9776,327435,552
Jackson,MS,Mississippi,Hinds,32.3163,-90.2124,325350,558
Santa Rosa,CA,California,Sonoma,38.4458,-122.7067,324634,1605
Lansing,MI,Michigan,Ingham,42.7142,-84.5601,324286,1164
San Juan,PR,Puerto Rico,San Juan,18.4037,-66.0636,323279,3157
Lexington,KY,Kentucky,Fayette,38.0423,-84.4587,323152,439
Ann Arbor,MI,Michigan,Washtenaw,42.2755,-83.7312,322267,1659
Henderson,NV,Nevada,Clark,36.0133,-115.038,320189,1165
Huntsville,AL,Alabama,Madison,34.6988,-86.6412,319249,361
Mobile,AL,Alabama,Mobile,30.6783,-88.1162,315502,522
Fort Collins,CO,Colorado,Larimer,40.5478,-105.0656,312666,1149
Asheville,NC,North Carolina,Buncombe,35.5704,-82.5536,312507,786
Santa Clarita,CA,California,Los Angeles,34.4175,-118.4964,312446,1162
St. Paul,MN,Minnesota,Ramsey,44.9477,-93.104,308096,2288
Antioch,CA,California,Contra Costa,37.9789,-121.7958,302419,1466
Lakeland,FL,Florida,Polk,28.0556,-81.9545,302284,654
Trenton,NJ,New Jersey,Mercer,40.2236,-74.7641,290716,4238
Lincoln,NE,Nebraska,Lancaster,40.809,-96.6788,289490,1160
Springfield,MO,Missouri,Greene,37.1943,-93.2916,288090,786
Anchorage,AK,Alaska,Anchorage,61.1508,-149.1091,288000,65
Plano,TX,Texas,Collin,33.0502,-96.7487,287677,1549
Irvine,CA,California,Orange,33.6772,-117.7738,287401,1691
Davenport,IA,Iowa,Scott,41.5563,-90.6052,285362,617
Rockford,IL,Illinois,Winnebago,42.2597,-89.0641,282762,873
Newark,NJ,New Jersey,Essex,40.7245,-74.1725,282011,4509
South Bend,IN,Indiana,St. Joseph,41.6767,-86.2696,280498,938
Shreveport,LA,Louisiana,Caddo,32.4656,-93.7956,280062,672
Round Lake Beach,IL,Illinois,Lake,42.379,-88.0811,279381,2073
Savannah,GA,Georgia,Chatham,32.0281,-81.1784,276295,536
Myrtle Beach,SC,South Carolina,Horry,33.7096,-78.8843,275579,568
Chula Vista,CA,California,San Diego,32.6281,-117.0145,274492,2134
Eugene,OR,Oregon,Lane,44.0563,-123.1173,273439,1510
Canton,OH,Ohio,Stark,40.8075,-81.3677,269418,1040
Lubbock,TX,Texas,Lubbock,33.5659,-101.8878,267648,741
Reading,PA,Pennsylvania,Berks,40.34,-75.9267,267155,3466
Winter Haven,FL,Florida,Polk,28.0118,-81.7017,267069,538
Salem,OR,Oregon,Marion,44.9231,-123.0246,266804,1382
St. Petersburg,FL,Florida,Pinellas,27.7931,-82.6652,265351,1656
Lafayette,LA,Louisiana,Lafayette,30.2084,-92.0323,264357,877
Laredo,TX,Texas,Webb,27.5629,-99.4875,262491,958
Jersey City,NJ,New Jersey,Hudson,40.7161,-74.0682,262075,6863
Concord,NC,North Carolina,Cabarrus,35.3933,-80.6366,261801,585
Columbus,GA,Georgia,Muscogee,32.51,-84.8771,261445,349
Chandler,AZ,Arizona,Maricopa,33.2826,-111.8516,261165,1548
McKinney,TX,Texas,Collin,33.2015,-96.6669,258277,1148
Scottsdale,AZ,Arizona,Maricopa,33.6872,-111.8651,258069,541
Killeen,TX,Texas,Bell,31.0754,-97.7296,258009,1073
Tallahassee,FL,Florida,Leon,30.4551,-84.2526,257601,747
Peoria,IL,Illinois,Peoria,40.752,-89.6153,256286,888
Wilmington,NC,North Carolina,New Hanover,34.21,-77.8866,255616,929
Montgomery,AL,Alabama,Montgomery,32.3473,-86.2666,254634,479
Gilbert,AZ,Arizona,Maricopa,33.3101,-111.7463,254114,1432
Glendale,AZ,Arizona,Maricopa,33.5791,-112.2311,252381,1582
North Las Vegas,NV,Nevada,Clark,36.288,-115.0901,251974,992
Chesapeake,VA,Virginia,Chesapeake,36.6778,-76.3024,244835,279
Barnstable,MA,Massachusetts,Barnstable,41.6722,-70.3599,242847,286
Norfolk,VA,Virginia,Norfolk,36.8945,-76.259,242742,1759
Fremont,CA,California,Alameda,37.5265,-121.9852,241110,1201
Kennewick,WA,Washington,Benton,46.1978,-119.1732,240735,1186
Garland,TX,Texas,Dallas,32.91,-96.6305,239928,1623
Irving,TX,Texas,Dallas,32.8584,-96.9702,239798,1380
Visalia,CA,California,Tulare,36.3276,-119.3269,237386,1370
Atlantic City,NJ,New Jersey,Atlantic,39.3797,-74.4527,237054,1354
Paradise,NV,Nevada,Clark,36.0807,-115.1369,235087,1942
Nashua,NH,New Hampshire,Hillsborough,42.7491,-71.491,233917,1118
Arlington,VA,Virginia,Arlington,38.8786,-77.1011,233464,3467
Hialeah,FL,Florida,Miami-Dade,25.8696,-80.3046,233339,4174
York,PA,Pennsylvania,York,39.9651,-76.7315,233184,3204
Evansville,IN,Indiana,Vanderburgh,37.9881,-87.5341,230427,962
Avondale,AZ,Arizona,Maricopa,33.3858,-112.3236,227289,750
Brownsville,TX,Texas,Cameron,25.998,-97.4565,227239,533
Gulfport,MS,Mississippi,Harrison,30.4271,-89.0703,220987,497
Appleton,WI,Wisconsin,Outagamie,44.2779,-88.3891,220570,1156
Bremerton,WA,Washington,Kitsap,47.5436,-122.7122,218400,561
Hickory,NC,North Carolina,Catawba,35.7425,-81.323,218323,536
Tacoma,WA,Washington,Pierce,47.2431,-122.4531,217827,1690
San Bernardino,CA,California,San Bernardino,34.1417,-117.2946,215784,1341
College Station,TX,Texas,Brazos,30.5852,-96.296,215243,890
Kalamazoo,MI,Michigan,Kalamazoo,42.2749,-85.5882,215193,1192
Thousand Oaks,CA,California,Ventura,34.1914,-118.8755,215029,885
Roanoke,VA,Virginia,Roanoke,37.2785,-79.958,214674,900
Fontana,CA,California,San Bernardino,34.0968,-117.4599,214547,1923
Moreno Valley,CA,California,Riverside,33.9244,-117.2045,213055,1604
North Port,FL,Florida,Sarasota,27.0577,-82.1975,209070,274
Fargo,ND,North Dakota,Cass,46.8652,-96.8292,208675,967
Green Bay,WI,Wisconsin,Brown,44.515,-87.9896,207557,887
Spring Valley,NV,Nevada,Clark,36.0987,-115.2619,207127,2404
Amarillo,TX,Texas,Potter,35.1988,-101.8311,205603,756
Portland,ME,Maine,Cumberland,43.6773,-70.2715,203969,1185
Santa Barbara,CA,California,Santa Barbara,34.4285,-119.7202,202401,1808
Gainesville,FL,Florida,Alachua,29.6804,-82.3458,202335,820
Olympia,WA,Washington,Thurston,47.0417,-122.8959,200915,1119
Frisco,TX,Texas,Collin,33.1555,-96.8215,200490,1136
Yonkers,NY,New York,Westchester,40.9466,-73.8674,200370,4295
Norwich,CT,Connecticut,New London,41.5495,-72.0882,200289,533
Glendale,CA,California,Los Angeles,34.1818,-118.2468,199303,2525
Huntington Beach,CA,California,Orange,33.696,-118.0025,199223,2848
Deltona,FL,Florida,Volusia,28.905,-81.2137,198361,960
Aurora,IL,Illinois,Kane,41.7637,-88.2901,197757,1696
Tempe,AZ,Arizona,Maricopa,33.3881,-111.9318,195805,1891
Overland Park,KS,Kansas,Johnson,38.887,-94.687,195494,1003
Grand Prairie,TX,Texas,Dallas,32.6872,-97.0209,194543,1039
Sunrise Manor,NV,Nevada,Clark,36.1785,-115.049,193781,2241
Waco,TX,Texas,McLennan,31.5598,-97.1881,192315,605
Salinas,CA,California,Monterey,36.6884,-121.6317,190972,2562
Waterbury,CT,Connecticut,New Haven,41.5583,-73.0361,189614,1456
Clarksville,TN,Tennessee,Montgomery,36.5695,-87.342,188746,618
Cedar Rapids,IA,Iowa,Linn,41.9665,-91.6782,188038,720
Sioux Falls,SD,South Dakota,Minnehaha,43.5397,-96.732,187239,907
Huntington,WV,West Virginia,Cabell,38.4109,-82.4344,186034,1073
Ontario,CA,California,San Bernardino,34.0393,-117.6064,185010,1429
Hagerstown,MD,Maryland,Washington,39.6401,-77.7217,184755,1272
Erie,PA,Pennsylvania,Erie,42.1168,-80.0733,184484,1926
Vancouver,WA,Washington,Clark,45.6366,-122.5967,184463,1461
Nampa,"ID",Idaho,Canyon,43.5845,-116.5631,184428,1167
Spartanburg,SC,South Carolina,Spartanburg,34.9437,-81.9257,182701,730
Gastonia,NC,North Carolina,Gaston,35.2494,-81.1853,182581,577
Fort Lauderdale,FL,Florida,Broward,26.1412,-80.1464,182437,2036
Lorain,OH,Ohio,Lorain,41.4409,-82.184,180279,1041
Murfreesboro,TN,Tennessee,Rutherford,35.8492,-86.4119,179951,919
High Point,NC,North Carolina,Guilford,35.9907,-79.9938,179913,777
Newport News,VA,Virginia,Newport News,37.1051,-76.5185,179225,1002
Rancho Cucamonga,CA,California,San Bernardino,34.1248,-117.5666,177603,1709
Hemet,CA,California,Riverside,33.7341,-116.9969,177253,1125
Santa Cruz,CA,California,Santa Cruz,36.9789,-122.0346,176428,1957
Danbury,CT,Connecticut,Fairfield,41.4016,-73.471,176030,779
Peoria,AZ,Arizona,Maricopa,33.7844,-112.2989,175961,386
Oceanside,CA,California,San Diego,33.2247,-117.3083,175742,1644
Elk Grove,CA,California,Sacramento,38.416,-121.3842,174775,1605
Pembroke Pines,FL,Florida,Broward,26.0128,-80.3382,173591,2051
Vallejo,CA,California,Solano,38.1133,-122.2358,173256,1524
Garden Grove,CA,California,Orange,33.7787,-117.9601,171644,3690
Enterprise,NV,Nevada,Clark,36.0164,-115.2208,171108,1292
Medford,OR,Oregon,Jackson,42.3372,-122.8537,170876,1243
Cary,NC,North Carolina,Wake,35.782,-78.8191,170282,1119
Marysville,WA,Washington,Snohomish,48.0809,-122.1561,170009,1308
Corona,CA,California,Riverside,33.8616,-117.5649,169868,1640
Ocala,FL,Florida,Marion,29.178,-82.1511,169383,496
Fredericksburg,VA,Virginia,Fredericksburg,38.2992,-77.4872,168909,1072
Gainesville,GA,Georgia,Hall,34.2903,-83.8301,167371,506
Manchester,NH,New Hampshire,Hillsborough,42.9848,-71.4447,162877,1315
Bayamon,PR,Puerto Rico,Bayamón,18.3793,-66.1635,161034,2304
Champaign,IL,Illinois,Champaign,40.1144,-88.2735,159443,1503
Alexandria,VA,Virginia,Alexandria,38.8185,-77.0861,159428,4121
Hayward,CA,California,Alameda,37.6328,-122.0772,159203,1349
Springfield,IL,Illinois,Sangamon,39.771,-89.6538,158509,723
Lakewood,CO,Colorado,Jefferson,39.6977,-105.1168,157935,1416
Lafayette,IN,Indiana,Tippecanoe,40.399,-86.8594,157820,942
Frederick,MD,Maryland,Frederick,39.4336,-77.4141,156787,1172
Lake Charles,LA,Louisiana,Calcasieu,30.2012,-93.2122,156181,674
Odessa,TX,Texas,Ector,31.8831,-102.3406,155998,1052
Tuscaloosa,AL,Alabama,Tuscaloosa,33.2348,-87.5267,155499,631
Warner Robins,GA,Georgia,Houston,32.597,-83.6529,155140,805
Palmdale,CA,California,Los Angeles,34.5944,-118.1057,155079,564
Hollywood,FL,Florida,Broward,26.0294,-80.1679,154817,2192
Midland,TX,Texas,Midland,32.0249,-102.1137,154793,758
Leesburg,FL,Florida,Lake,28.7657,-81.8996,154574,249
Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264,154468,272
Muskegon,MI,Michigan,Muskegon,43.2281,-86.2563,153565,998
Macon,GA,Georgia,Bibb,32.8065,-83.6974,153159,237
Kansas City,KS,Kansas,Wyandotte,39.1234,-94.7443,152960,473
Sunnyvale,CA,California,Santa Clara,37.3836,-122.0256,152703,2676
Pomona,CA,California,Los Angeles,34.0585,-117.7626,151691,2548
Escondido,CA,California,San Diego,33.1347,-117.0722,151625,1568
Pasadena,TX,Texas,Harris,29.6583,-95.1499,151227,1339
New Bedford,MA,Massachusetts,Bristol,41.6697,-70.9428,149910,1840
Fairfield,CA,California,Solano,38.2592,-122.0324,148683,1097
Naperville,IL,Illinois,DuPage,41.7483,-88.1657,148449,1476
Bellevue,WA,Washington,King,47.5951,-122.1535,148164,1709
Binghamton,NY,New York,Broome,42.1014,-75.9093,148145,1635
Elkhart,IN,Indiana,Elkhart,41.6916,-85.9628,147567,734
Topeka,KS,Kansas,Shawnee,39.0346,-95.6955,147458,787
Joliet,IL,Illinois,Will,41.5189,-88.1499,147344,886
Beaumont,TX,Texas,Jefferson,30.0849,-94.1451,146091,547
Paterson,NJ,New Jersey,Passaic,40.9147,-74.1624,145233,6665
Merced,CA,California,Merced,37.3057,-120.4778,145149,1390
Pueblo,CO,Colorado,Pueblo,38.2705,-104.6112,143932,789
Tyler,TX,Texas,Smith,32.3184,-95.3062,143796,718
Torrance,CA,California,Los Angeles,33.8346,-118.3417,143592,2701
Yuma,AZ,Arizona,Yuma,32.5992,-114.5488,142847,313
Metairie,LA,Louisiana,Jefferson,29.9977,-90.178,142135,2359
Surprise,AZ,Arizona,Maricopa,33.68,-112.4524,141664,506
Columbia,MO,Missouri,Boone,38.9478,-92.3256,141645,725
Athens,GA,Georgia,Clarke,33.9508,-83.3689,141532,421
Roseville,CA,California,Placer,38.7703,-121.3196,141500,1239
Thornton,CO,Colorado,Adams,39.9197,-104.9438,141464,1521
Miramar,FL,Florida,Broward,25.9773,-80.3351,141191,1889
Pasadena,CA,California,Los Angeles,34.1597,-118.139,141029,2371
Mesquite,TX,Texas,Dallas,32.7623,-96.5889,140937,1151
Olathe,KS,Kansas,Johnson,38.8832,-94.8198,140545,880
Santa Maria,CA,California,Santa Barbara,34.9334,-120.4432,140545,1815
Houma,LA,Louisiana,Terrebonne,29.5799,-90.7058,140469,874
Carrollton,TX,Texas,Dallas,32.989,-96.8999,139248,1466
Grand Junction,CO,Colorado,Mesa,39.0876,-108.5673,139143,621
Charleston,WV,West Virginia,Kanawha,38.3484,-81.6323,138706,570
Orange,CA,California,Orange,33.8038,-117.8218,138669,2086
Fullerton,CA,California,Orange,33.8841,-117.9279,138632,2386
Greeley,CO,Colorado,Weld,40.4151,-104.7706,137810,858
Carolina,PR,Puerto Rico,Carolina,18.4054,-65.9792,136771,2550
Las Cruces,NM,New Mexico,Doña Ana,32.3265,-106.7892,136254,519
Panama City,FL,Florida,Bay,30.1995,-85.6004,136133,382
Harlingen,TX,Texas,Cameron,26.1917,-97.6976,136037,626
West Valley City,UT,Utah,Salt Lake,40.6889,-112.0115,135248,1472
Hampton,VA,Virginia,Hampton,37.0551,-76.363,134510,1009
Warren,MI,Michigan,Macomb,42.4934,-83.027,133943,1505
Mauldin,SC,South Carolina,Greenville,34.7849,-82.3005,133872,899
Bloomington,IL,Illinois,McLean,40.4757,-88.9703,133846,1100
Coral Springs,FL,Florida,Broward,26.2702,-80.2591,133759,2258
Round Rock,TX,Texas,Williamson,30.5254,-97.666,133372,1421
Yakima,WA,Washington,Yakima,46.5923,-120.5496,133191,1300
Sterling Heights,MI,Michigan,Macomb,42.5809,-83.0305,132438,1403
Kent,WA,Washington,King,47.3887,-122.2129,132319,1513
Burlington,NC,North Carolina,Alamance,36.0758,-79.4686,131043,707
Bellingham,WA,Washington,Whatcom,48.7543,-122.4687,130641,1287
Santa Clara,CA,California,Santa Clara,37.3645,-121.968,130365,2761
Racine,WI,Wisconsin,Racine,42.7274,-87.8135,130142,1915
Greenville,NC,North Carolina,Pitt,35.5956,-77.3768,130118,1012
Stamford,CT,Connecticut,Fairfield,41.1035,-73.5583,129638,1330
Elizabeth,NJ,New Jersey,Union,40.6657,-74.1912,129216,4049
Johnson City,TN,Tennessee,Washington,36.3406,-82.3803,127571,599
Lynchburg,VA,Virginia,Lynchburg,37.4003,-79.1909,126814,647
Simi Valley,CA,California,Ventura,34.2663,-118.749,126589,1167
Fort Smith,AR,Arkansas,Sebastian,35.3493,-94.3695,125354,536
Kenosha,WI,Wisconsin,Kenosha,42.5864,-87.8765,124972,1378
Norman,OK,Oklahoma,Cleveland,35.2335,-97.3471,124880,269
South Lyon,MI,Michigan,Oakland,42.4614,-83.6526,124694,1219
Boulder,CO,Colorado,Boulder,40.0249,-105.2523,124345,1551
Abilene,TX,Texas,Taylor,32.4543,-99.7384,123420,446
Lehigh Acres,FL,Florida,Lee,26.612,-81.6388,123378,514
Pearland,TX,Texas,Brazoria,29.5585,-95.3215,122460,981
Berkeley,CA,California,Alameda,37.8723,-122.276,121363,4473
Richardson,TX,Texas,Dallas,32.9717,-96.7093,121323,1639
Redding,CA,California,Shasta,40.5698,-122.365,121313,599
Arvada,CO,Colorado,Jefferson,39.8321,-105.1511,121272,1207
East Los Angeles,CA,California,Los Angeles,34.0326,-118.1691,121187,6282
St. George,UT,Utah,Washington,37.077,-113.577,120899,449
Billings,MT,Montana,Yellowstone,45.7891,-108.5524,120728,948
Yuba City,CA,California,Sutter,39.1357,-121.6381,120456,1736
Rochester,MN,Minnesota,Olmsted,44.0151,-92.4778,119942,831
Leominster,MA,Massachusetts,Worcester,42.5209,-71.7717,119690,558
Kingsport,TN,Tennessee,Sullivan,36.5224,-82.5453,119666,397
Duluth,MN,Minnesota,St. Louis,46.7756,-92.1392,119476,461
Rock Hill,SC,South Carolina,York,34.9416,-81.0244,119105,750
Gilroy,CA,California,Santa Clara,37.0047,-121.5855,118993,1378
Cambridge,MA,Massachusetts,Middlesex,42.3759,-71.1185,118927,7182
Sugar Land,TX,Texas,Fort Bend,29.5935,-95.6357,118488,1130
Texas City,TX,Texas,Galveston,29.4128,-94.9658,118169,300
Iowa City,IA,Iowa,Johnson,41.6559,-91.5303,118041,1133
Saginaw,MI,Michigan,Saginaw,43.4199,-83.9501,117958,1087
Chico,CA,California,Butte,39.7575,-121.8152,117668,1191
Dover,DE,Delaware,Kent,39.161,-75.5203,117282,622
Clearwater,FL,Florida,Pinellas,27.9789,-82.7622,116946,1731
Coeur d'Alene,"ID",Idaho,Kootenai,47.7041,-116.7935,116834,1260
Seaside,CA,California,Monterey,36.6224,-121.8191,116720,1410
Independence,MO,Missouri,Jackson,39.0871,-94.3501,116672,577
West Jordan,UT,Utah,Salt Lake,40.6024,-112.0008,116480,1391
Brandon,FL,Florida,Hillsborough,27.9367,-82.3,115911,1350
Bloomington,IN,Indiana,Monroe,39.1637,-86.5257,115884,1424
El Monte,CA,California,Los Angeles,34.0739,-118.0291,115487,4663
North Charleston,SC,South Carolina,Charleston,32.9066,-80.0722,115382,574
Carlsbad,CA,California,San Diego,33.1247,-117.2837,115382,1180
St. Cloud,MN,Minnesota,Stearns,45.5339,-94.1718,115028,660
Temecula,CA,California,Riverside,33.4928,-117.1315,114761,1188
Clovis,CA,California,Fresno,36.8278,-119.6831,114584,1741
Meridian,"ID",Idaho,Ada,43.6112,-116.3968,114161,1297
The Woodlands,TX,Texas,Montgomery,30.1738,-95.5134,113819,1017
